,job_title,salary
1491,ХУД ЗАЙСАНД БАЙРШИХ RЕ/MAX ҮЛ ХӨДЛӨХ ХӨРӨНГӨ ЗУУЧ,"5,000,000 -ааc дээш"
1492,Сэлбэгийн ажилтан,"1,200,000 - 1,500,000"
1493,ТОГООЧ - АМРАЛТЫН ГАЗАР,"1,200,000 - 1,500,000 Тохиролцоно"
1494,Үйлдвэрийн нярав/Ээлжийн/,"1,000,000 - 1,200,000"
1495,Буцаалтын нярав,"1,000,000 - 1,200,000"
1496,Математикийн багш,"2,100,000 - 2,500,000"
1497,Химийн багш,"1,800,000 - 2,100,000"
1498,ТЭЭВРИЙН МЕНЕЖЕР,"1,500,000 - 1,800,000"
1499,ЗАХ ЗЭЭЛ ХАРИУЦСАН МЕНЕЖЕР /СОЛОНГОС,"1,800,000 - 2,100,000"
1500,Бараа материалын нярав,"1,200,000 - 1,500,000 Тохиролцоно"
1501,"Маркетинг, борлуулалтын менежер","1,800,000 - 2,100,000"
1502,Талбайн инженер,"1,800,000 - 2,100,000"
1503,ЕРӨНХИЙ МЕНЕЖЕР /хоол үйлдвэрлэл/,"3,000,000 - 4,000,000"
1504,"Программ хангамжийн инженер /back-end,front-end/","3,000,000 - 4,000,000"
1505,Худалдааны төлөөлөгч,"1,800,000 - 2,100,000"
1506,Маркшейдер инженер,"2,500,000 - 3,000,000"
1507,Хөдөлмөр аюулгүй байдал эрүүл ахуйн ажилтан,"1,500,000 - 1,800,000"
1508,Уурхайд бүртгэл хяналтын мэргэжилтэн /ДИСПЕТЧЕР/,"1,800,000 - 2,100,000"
1509,НЯГТЛАН БОДОГЧ АМРАЛТЫН ГАЗАР,"1,500,000 - 1,800,000 Тохиролцоно"
1510,Геологич,"1,800,000 - 2,100,000"
1511,Нягтлан бодогч,"1,500,000 - 1,800,000"
1512,ERP ХӨГЖҮҮЛЭГЧ,"2,500,000 - 3,000,000"
1513,ТЕХНИКИЙН МЭРГЭЖИЛТЭН /Шинэ төгсөгч/,"2,500,000 - 3,000,000"
1514,Хүний нөөцийн мэргэжилтэн,"1,200,000 - 1,500,000"
1515,ЭДИЙН ЗАСАГЧ,"2,100,000 - 2,500,000"
1516,Англи хэлний үндсэн багш,"1,200,000 - 1,500,000"
1517,ОФФИСЫН ҮЙЛЧЛЭГЧ,"800,000 - 1,000,000"
1518,ХАРИЛЦАГЧИЙН ҮЙЛЧИЛГЭЭНИЙ ЗӨВЛӨХ,"800,000 - 1,000,000"
1519,СЭТГҮҮЛЧ,"1,000,000 - 1,200,000"
1520,ГАДААД ХАРИЛЦААНЫ МЕНЕЖЕР,"1,500,000 - 1,800,000"
1521,САНХҮҮГИЙН ШИНЖЭЭЧ,"1,800,000 - 2,100,000"
1522,ЭЭЛЖИЙН ИНЖЕНЕР 24/72,"1,200,000 - 1,500,000"
1523,"ЗУРАГЛААЧ, ЭВЛҮҮЛЭГЧ","1,000,000 - 1,200,000"
1524,БАЙГАЛЬ ОРЧНЫ АХЛАХ МЭРГЭЖИЛТЭН,"2,500,000 - 3,000,000"
1525,"ТОГТВОРТОЙ ХӨГЖИЛ, СУДАЛГАА ХАРИУЦСАН МЭРГЭЖИЛТЭН","2,100,000 - 2,500,000"
1526,НИЙЦЭЛ ХАРИУЦСАН БАЙГАЛЬ ОРЧНЫ МЭРГЭЖИЛТЭН,"2,100,000 - 2,500,000"
1527,ТЕХНИКИЙН МЭРГЭЖИЛТЭН /англи хэлтэй/,"2,500,000 - 3,000,000"
1528,ЭРЧИМ ХҮЧНИЙ МЭРГЭЖИЛТЭН,"2,500,000 - 3,000,000"
1529,СОНГОН ШАЛГАРУУЛАЛТЫН МЭРГЭЖИЛТЭН /шинэ төгсөгч/,"2,100,000 - 2,500,000"
1530,ХУДАЛДАН АВАЛТ ХАРИУЦСАН МЭРГЭЖИЛТЭН /төслийн/,"2,100,000 - 2,500,000"
1531,"Завхан салбар, Отгон тооцооны төвд Борлуулалт үйлчилгээний ажилтан","1,000,000 - 1,200,000"
1532,Сувилагч (Ерөнхий мэргэжлийн),"1,200,000 - 1,500,000 Тохиролцоно"
1533,Дотрын эмч (Хэвлийн хэт авиа),"1,800,000 - 2,100,000 Тохиролцоно"
1534,НЯГТЛАН БОДОГЧ,"1,800,000 - 2,100,000"
1535,Ахлах хөгжүүлэгч (FE), Тохиролцоно
1536,Захиалгын ажилтан, Тохиролцоно
1537,"ГЕОЛОГИ,УУЛ УУРХАЙН ЭДИЙН ЗАСАГЧ","2,100,000 - 2,500,000"
1538,БАРИЛГЫН ЕРӨНХИЙ КОМПАНИД ЦАХИЛГААНЧИН 99015665,"1,500,000 - 1,800,000"
1539,Худалдааны зөвлөх ажилд авна. хан уул е-март,"1,200,000 - 1,500,000"
1540,Дүрс оношилгооны эмч,"2,100,000 - 2,500,000 Тохиролцоно"
1541,ЗАХИРГААНЫ МЕНЕЖЕР /МАКС ӨРГӨӨ ХХК/,"1,500,000 - 1,800,000"
1542,Худалдааны зөвлөх,"800,000 - 1,000,000"
1543,Худалдааны зөвлөх /Шинэ нисэх салбар/,"1,200,000 - 1,500,000"
1544,Ложистикийн мэргэжилтэн,"1,500,000 - 1,800,000"
1545,Хүний нөөцийн менежер,"1,200,000 - 1,500,000"
1546,Эм зүйч,"1,000,000 - 1,200,000"
1547,Жор баригч,"1,200,000 - 1,500,000 Тохиролцоно"
1548,Сувилагч,"800,000 - 1,000,000"
1549,Сантехникч,"800,000 - 1,000,000"
1550,Бизнес хөгжүүлэлтийн менежер,"2,500,000 - 3,000,000"
1551,Брэнд менежер,"2,500,000 - 3,000,000"
1552,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР,"1,500,000 - 1,800,000"
1553,Байгууллага хариуцсан харилцааны менежер,"1,800,000 - 2,100,000"
1554,Захиргааны туслах ажилтан,"1,200,000 - 1,500,000"
1555,Сүлжмэлийн технологич инженер,"1,800,000 - 2,100,000"
1556,ХУДАЛДААНЫ ТӨЛӨӨЛӨГЧ,"1,200,000 - 1,500,000"
1557,Хэрэглэгчийн үйлчилгээний ажилтан,"800,000 - 1,000,000"
1558,Оюу толгойд  Ахлах цахилгаанчин/Supervisor /UES/,"2,100,000 - 2,500,000"
1559,"Ахлах худалдааны зөвлөх /дугуй, тос, амортизатор/","1,800,000 - 2,100,000"
1560,ИМПОРТ МЕНЕЖЕР,"2,100,000 - 2,500,000"
1561,График дизайнер,"1,500,000 - 1,800,000"
1562,ДЭЛГҮҮРИЙН АШИГЛАЛТЫН МЭРГЭЖИЛТЭН,"2,100,000 - 2,500,000"
1563,Лабораторийн их эмч,"1,200,000 - 1,500,000"
1564,Нягтлан бодогч,"1,500,000 - 1,800,000"
1565,Онцгой байдлын мэргэжилтэн,"2,500,000 - 3,000,000"
1566,АВЛАГА ХЯНАЛТЫН МЕНЕЖЕР /АЙСМАРК ХХК/,"1,500,000 - 1,800,000"
1567,ОФФИС МЕНЕЖЕР,"1,200,000 - 1,500,000"
1568,ХУДАЛДААНЫ ТӨЛӨӨЛӨГЧ,"1,800,000 - 2,100,000"
1569,Рестораны менежер,"1,800,000 - 2,100,000"
1570,Барилгын инженер,"1,800,000 - 2,100,000"
1571,Тооцоологч дизайнер,"1,800,000 - 2,100,000"
1572,"Төслийн менежмент, төлөвлөлт","1,500,000 - 1,800,000"
1573,"Эдийн засагч, санхүүгийн шинжээч","1,800,000 - 2,100,000"
1574,Мах бэлтгэлийн ажилтан /БЗД/,"1,500,000 - 1,800,000"
1575,Барилгын цэвэрлэгээний ажилтан,"1,000,000 - 1,200,000 Тохиролцоно"
1576,ТМТ архитектур өгөгдлийн газарт Менежер, Тохиролцоно
1577,ХУДАЛДААНЫ ЗӨВЛӨХ,"1,000,000 - 1,200,000"
1578,АВТОМАТЖУУЛАЛТЫН АХЛАХ ИНЖЕНЕР,"3,000,000 - 4,000,000"
1579,Барилгын төсөвчин,"1,800,000 - 2,100,000"
1580,Ханган нийлүүлэлтийн сүлжээ хариуцсан менежер,"3,000,000 - 4,000,000"
1581,Кемпийн Нярав,"2,100,000 - 2,500,000"
1582,Барилгын тогооч,"1,000,000 - 1,200,000"
1583,ХАБЭА-н ажилтан ажилд авна,"1,500,000 - 1,800,000"
1584,"Касс, хангамж  хариуцсан нярав","1,200,000 - 1,500,000"
1585,Төслийн менежер /IT шинэ орон тоо/,"3,000,000 - 4,000,000"
1586,Оффис менежер-захирлын туслах,"1,200,000 - 1,500,000 Тохиролцоно"
1587,Сантехникийн инженер,"1,800,000 - 2,100,000"
1588,Захиалгын  менежер,"800,000 - 1,000,000"
1589,Худалдааны төлөөлөгч /Бүс дэлгүүр хариуцсан/,"1,800,000 - 2,100,000"
1590,Эм Ханган Нийлүүлэх Төвийн эрхлэгч /Эрдэнэт хотод/,"2,100,000 - 2,500,000"
1591,ХИМИЧ /ТЭСО ФҮҮДС ХХК/,"1,500,000 - 1,800,000"
1592,КЕМП МЕНЕЖЕР /Дорноговь аймагт/,"1,800,000 - 2,100,000"
1593,Түгээлтийн жолооч,"1,200,000 - 1,500,000"
1594,Маркетинг идэвхжүүлэлтийн ажилтан,"1,000,000 - 1,200,000"
1595,Дэлгүүрийн салбар хариуцсан менежер,"2,500,000 - 3,000,000 Тохиролцоно"
1596,Бизнес хөгжлийн ахлах менежер,"3,000,000 - 4,000,000"
1597,ХҮНИЙ НӨӨЦИЙН МЭРГЭЖИЛТЭН /Уурхайд ажиллах/,"2,100,000 - 2,500,000"
1598,ХАС-ийн инженер,"3,000,000 - 4,000,000"
1599,Программ хөгжүүлэгч,"1,800,000 - 2,100,000 Тохиролцоно"
1600,"Захиргаа, бичиг хэргийн ажилтан","1,500,000 - 1,800,000"
1601,АВТЫН ИНЖЕНЕР /СОНСГОЛОНД/,"2,100,000 - 2,500,000"
1602,Тээврийн менежер /Хятад хэлтэй/,"3,000,000 - 4,000,000"
1603,ЗЭЭЛИЙН ЭДИЙН ЗАСАГЧ,"1,800,000 - 2,100,000"
1604,"ХАНГАМЖИЙН АЖИЛТАН/СХД, Сонсголон-д байрлалтай/","1,500,000 - 1,800,000"
1605,ХУДАЛДААНЫ ТӨЛӨӨЛӨГЧ /СОНСГОЛОНД/,"2,100,000 - 2,500,000"
1606,Уртын нүүрс тээврийн жолооч,"3,000,000 - 4,000,000"
1607,ДЭД БҮТЦИЙН АХЛАХ ИНЖЕНЕР,"3,000,000 - 4,000,000"
1608,"Туслах сувилагч, сувилагч, шүдний эмчийн туслах","1,000,000 - 1,200,000 Тохиролцоно"
1609,Шүдний эмнэлэгт РЕСЕПШИН,"1,000,000 - 1,200,000 Тохиролцоно"
1610,БИЗНЕС ХӨГЖЛИЙН МЕНЕЖЕР,"2,100,000 - 2,500,000"
1611,Оффис менежер,"1,000,000 - 1,200,000"
1612,Тэсрэх материалын агуулахын нярав,"1,200,000 - 1,500,000"
1613,"Туслах сувилагч, сувилагч","1,000,000 - 1,200,000 Тохиролцоно"
1614,КОФЕ ШОП МЕНЕЖЕР /ТЭСО ИНВЕСТМЭНТ ХХК/,"1,500,000 - 1,800,000"
1615,"Захиралын туслах, Офисын бичиг хэрэг","1,500,000 - 1,800,000"
1616,ГАДААД ХУДАЛДААНЫ МЭРГЭЖИЛТЭН,"1,800,000 - 2,100,000"
1617,Барилгын талбайн нярав,"1,800,000 - 2,100,000"
1618,Борлуулалтын менежер,"1,500,000 - 1,800,000 Тохиролцоно"
1619,Салбарын менежер,"2,100,000 - 2,500,000"
1620,АГЕНТ,"2,100,000 - 2,500,000"
1621,САЛБАР ХАРИУЦСАН МЕНЕЖЕР /РЕСТОРАН/,"1,200,000 - 1,500,000"
1622,САЛБАР ХАРИУЦСАН ТООЦООНЫ  НЯГТЛАН БОДОГЧ,"1,500,000 - 1,800,000"
1623,УУРХАЙН  ХҮНИЙ НӨӨЦИЙН  МЭРГЭЖИЛТЭН,"1,500,000 - 1,800,000"
1624,Эдийн засагч,"1,200,000 - 1,500,000"
1625,ТЕХНИК ХЯНАЛТЫН АЖИЛТАН,"2,100,000 - 2,500,000"
1626,АЖ АХУЙН МЕНЕЖЕР,"1,200,000 - 1,500,000 Тохиролцоно"
1627,Тооцооны нягтлан бодогч,"1,500,000 - 1,800,000"
1628,Холбоо дохиоллын инженер,"2,100,000 - 2,500,000"
1629,График дизайнер,"1,800,000 - 2,100,000 Тохиролцоно"
1630,ХАБЭА инженер,"2,100,000 - 2,500,000 Тохиролцоно"
1631,ЗАМЫН ТӨСӨЛД ҮЙЛ АЖИЛЛАГААНЫ МЕНЕЖЕР,"2,500,000 - 3,000,000"
1632,НИМГЭН ТӨМӨРЧИН,"1,500,000 - 1,800,000"
1633,Хуульч,"1,800,000 - 2,100,000"
1634,Бульдозер оператор /Гэрээт/,"1,800,000 - 2,100,000"
1635,Ерөнхий инженер,"2,500,000 - 3,000,000"
1636,Менежер (Мэргэжил хамаарахгүй),"1,200,000 - 1,500,000 Тохиролцоно"
1637,Диспетчер,"1,200,000 - 1,500,000"
1638,Гоо сайхны Худалдааны зөвлөх  /Зайсан скуар/,"1,200,000 - 1,500,000"
1639,Хүний нөөцийн менежер,"1,500,000 - 1,800,000"
1640,Чанар шалгагч,"1,000,000 - 1,200,000"
1641,Худалдааны төлөөлөгч,"1,500,000 - 1,800,000"
1642,Диспетчер/Өмнөговь аймаг/,"1,500,000 - 1,800,000"
1643,Түрээсийн менежер,"1,500,000 - 1,800,000"
1644,Тэнгэр Плаза худалдааны төвд Худалдааны зөвлөх,"1,200,000 - 1,500,000"
1645,БОРЛУУЛАЛТЫН МЕНЕЖЕР,"1,500,000 - 1,800,000"
1646,Цахилгаанчин,"1,200,000 - 1,500,000"
1647,БОРЛУУЛАГЧ,"1,500,000 - 1,800,000"
1648,ТҮГЭЭГЧ,"1,500,000 - 1,800,000"
1649,"Хяналт шинжилгээ, үнэлгээ хариуцсан мэргэжилтэн","1,200,000 - 1,500,000"
1650,Захирлын туслах,"1,500,000 - 1,800,000 Тохиролцоно"
1651,Борлуулалтын менежер,"1,800,000 - 2,100,000"
1652,Борлуулалтын менежер,"1,200,000 - 1,500,000"
1653,Манаач,"400,000 - 600,000"
1654,"Ачигч, туслах ажилтан авна.","1,000,000 - 1,200,000"
1655,Данс хариуцсан ажилтан (Солонгос хэлтэй),"1,200,000 - 1,500,000"
1656,Нярав,"1,000,000 - 1,200,000"
1657,Хүргэлтийн жолооч,"1,200,000 - 1,500,000"
1658,Касс ажилд авна,"1,000,000 - 1,200,000"
1659,ТӨСЛИЙН МЕНЕЖЕР /ТЭСО ИНВЕСТМЭНТ ХХК/,"2,100,000 - 2,500,000"
1660,Тээврийн менежер /Англи хэлтэй/,"3,000,000 - 4,000,000"
1661,НОМЫН САНЧ АЖИЛД АВНА,"800,000 - 1,000,000"
1662,ТОГООЧ,"1,200,000 - 1,500,000"
1663,Хүний нөөцийн менежер,"1,800,000 - 2,100,000"
1664,ЭЭЛЖИЙН ТЕХНОЛОГИЧ /МИЛКО ХХК/,"1,500,000 - 1,800,000"
1665,Сургагч багш /Англи хэлтэй/,"1,800,000 - 2,100,000"
1666,"Захирлын туслах, нарийн бичиг","1,200,000 - 1,500,000"
1667,БИЗНЕС ХӨГЖЛИЙН МЕНЕЖЕР,"2,100,000 - 2,500,000"
1668,Үл хөдлөх хөрөнгийн борлуулагч-Агент,"1,200,000 - 1,500,000"
1669,Гадаад худалдааны менежер,"1,200,000 - 1,500,000 Тохиролцоно"
1670,БОРЛУУЛАЛТЫН МЕНЕЖЕР,"2,100,000 - 2,500,000"
1671,ХҮНИЙ НӨӨЦИЙН МЕНЕЖЕР /Англи хэлтэй/,"2,100,000 - 2,500,000"
1672,НЯГТЛАН БОДОГЧ /ЯАРМАГ БОЛОН БАЯНЗҮРХ ДҮҮРЭГТ/,"1,500,000 - 1,800,000"
1673,"ЭМ ЗҮЙЧ-Хан-Уул дүүргийн Нисэх, Яармаг салбарт","1,200,000 - 1,500,000"
1674,ХУДАЛДААНЫ ЗӨВЛӨХ /Гоо сайхны бараа/,"1,500,000 - 1,800,000"
1675,Хүний нөөцийн ахлах менежер,"1,800,000 - 2,100,000"
1676,Салбар хариуцсан менежер,"1,500,000 - 1,800,000"
1677,"Нягтлан бодогч/ Үндсэн хөрөнгө, Хангамж хариуцсан/","1,500,000 - 1,800,000"
1678,Эм зүйч- Дефектар,"1,200,000 - 1,500,000"
1679,"БАРАА БЭЛТГЭГЧ, САВЛАГЧ  /эмийн салбарт /","1,000,000 - 1,200,000"
1680,ПРОГРАММ ХАНГАМЖИЙН ИНЖЕНЕР /FRONTEND DEVELOPER/,"2,500,000 - 3,000,000 Тохиролцоно"
1681,МАРКЕТИНГИЙН МЕНЕЖЕР,"1,800,000 - 2,100,000"
1682,INTEGRATION DEVELOPER,"1,800,000 - 2,100,000 Тохиролцоно"
1683,АВТО ЗОГСООЛЫН ХЯНАЛТЫН АЖИЛТАН,"1,000,000 - 1,200,000"
1684,Гагнуурчин ажилд авна,"2,100,000 - 2,500,000 Тохиролцоно"
1685,Гадаад худалдан авалтын мэргэжилтэн,"1,800,000 - 2,100,000"
1686,Солонгос хэлний орчуулагч,"1,200,000 - 1,500,000"
1687,Мэдээллийн ажилтан,"800,000 - 1,000,000"
1688,Станцын түгээгч,"800,000 - 1,000,000 Тохиролцоно"
1689,ГАЗРЫН ТОСНЫ ХИМИ-ТЕХНОЛОГИЧ,"2,100,000 - 2,500,000"
1690,Гал тогооны үйлчлэгч,"1,200,000 - 1,500,000"
1691,Механик инженер /Эрэгтэй/,"2,500,000 - 3,000,000"
1692,Үйлдвэрийн ажилтан /эмэгтэй/,"1,000,000 - 1,200,000"
1693,Онлайн худалдаа хариуцсан мэргэжилтэн,"1,200,000 - 1,500,000 Тохиролцоно"
1694,АХЛАХ НЯГТЛАН БОДОГЧ,"2,100,000 - 2,500,000"
1695,ЦАХИЛГААН ХАНГАМЖИЙН ИНЖЕНЕР,"2,100,000 - 2,500,000"
1696,Сантехникийн инженер 20/10 /Орон нутаг/,"1,800,000 - 2,100,000"
1697,Барилгын инженер 20/10,"1,800,000 - 2,100,000"
1698,ӨРМИЙН ТУСЛАХ- Уурхайд,"1,500,000 - 1,800,000"
1699,Зохион Байгуулагч /Эвэнт танхим/,"1,200,000 - 1,500,000"
1700,Цахилгаанчин,"1,000,000 - 1,200,000"
1701,Сантехникч,"1,000,000 - 1,200,000"
1702,ГААЛИЙН БҮРТГЭГДСЭН МЭРГЭЖИЛТЭН,"1,800,000 - 2,100,000"
1703,Эд хөрөнгийн нярав,"1,200,000 - 1,500,000"
1704,"Захиргаа, хүний нөөцийн менежер","1,800,000 - 2,100,000 Тохиролцоно"
1705,Нягтлан бодогч,"1,200,000 - 1,500,000"
1706,Автын засварчин,"2,100,000 - 2,500,000"
1707,Борлуулалт импортын менежер (англи хэлтэй),"2,100,000 - 2,500,000"
1708,Тооцооны нягтлан бодогч,"1,500,000 - 1,800,000"
1709,Гэрээний нягтлан бодогч,"1,200,000 - 1,500,000"
1710,АВЛАГЫН НЯГТЛАН БОДОГЧ,"1,800,000 - 2,100,000"
1711,ЭМЧ-ТӨЛӨӨЛӨГЧ,"2,100,000 - 2,500,000"
1712,tuslah ajiltan,"800,000 - 1,000,000 Тохиролцоно"
